user_id,movie_id,interaction,timestamp
5,562,1,978244603
5,34,1,978244603
5,162,1,978244624
5,1649,1,978244667
5,41,1,978244692
5,1175,1,978244759
5,728,1,978244759
5,2291,1,978244808
5,1449,1,978244830
5,3163,1,978244852
5,1171,1,978244852
5,3267,1,978244893
5,32,1,978244962
5,3260,1,978245065
5,29,1,978245065
5,1095,1,978245065
5,1635,1,978245314
5,866,1,978245334
5,1734,1,978245334
5,2890,1,978245445
5,2323,1,978245445
5,1535,1,978245513
5,1759,1,978245513
5,1517,1,978245568
6,3072,1,978236075
6,2006,1,978236122
6,912,1,978236122
6,1043,1,978236219
6,3534,1,978236219
6,17,1,978236383
6,1441,1,978236383
6,2081,1,978236567
6,3699,1,978236567
6,1674,1,978236567
6,2802,1,978236612
6,2406,1,978236670
6,1101,1,978236670
6,3501,1,978236670
6,1088,1,978236670
6,1188,1,978236771
6,2396,1,978236809
6,569,1,978236876
6,1,1,978237008
6,2966,1,978237273
6,838,1,978237444
6,34,1,978237444
6,588,1,978237511
6,595,1,978237511
6,1688,1,978237570
6,364,1,978237570
6,48,1,978237570
6,1566,1,978237570
6,199,1,978237570
6,1030,1,978237691
6,1380,1,978237691
6,1035,1,978237767
6,3604,1,978237767
6,1947,1,978237767
6,914,1,978237767
6,1028,1,978237767
6,368,1,978237909
6,383,1,978237909
6,266,1,978237909
6,3074,1,978238036
7,1270,1,978234581
7,480,1,978234607
7,442,1,978234632
7,1196,1,978234632
7,1221,1,978234659
7,648,1,978234737
7,1997,1,978234737
7,3753,1,978234737
7,1610,1,978234786
7,589,1,978234786
7,2571,1,978234786
7,457,1,978234786
7,110,1,978234786
7,2028,1,978234786
7,2916,1,978234842
7,6,1,978234842
7,733,1,978234842
7,474,1,978234842
7,1580,1,978234842
7,861,1,978234874
8,1210,1,978228789
8,111,1,978228832
8,908,1,978228882
8,3481,1,978228882
8,1573,1,978228960
8,480,1,978228960
8,589,1,978229138
8,2028,1,978229138
8,3265,1,978229138
8,2692,1,978229138
8,2916,1,978229172
8,2571,1,978229172
8,110,1,978229172
8,377,1,978229204
8,2427,1,978229204
8,555,1,978229204
8,3267,1,978229204
8,163,1,978229246
8,3107,1,978229246
8,1916,1,978229293
8,1580,1,978229293
8,3256,1,978229347
8,349,1,978229347
8,2699,1,978229347
8,288,1,978229391
8,25,1,978229477
8,1265,1,978229524
8,2396,1,978229524
8,265,1,978229571
8,17,1,978229571
8,1735,1,978229614
8,1393,1,978229702
8,2291,1,978229702
8,1639,1,978229702
8,2858,1,978229817
8,1213,1,978229817
8,296,1,978229857
8,527,1,978229857
8,608,1,978229857
8,1704,1,978229900
8,2329,1,978229900
8,1730,1,978230013
8,36,1,978230013
8,1466,1,978230052
8,16,1,978230095
8,2686,1,978230152
8,562,1,978230184
8,337,1,978230248
8,58,1,978230286
8,73,1,978230286
8,1673,1,978230356
8,1120,1,978230391
8,1411,1,978230391
8,3246,1,978230391
8,3147,1,978230550
8,2442,1,978230550
8,1840,1,978230577
8,150,1,978230611
8,524,1,978230611
8,1678,1,978230649
8,3105,1,978230666
8,14,1,978230756
8,1357,1,978230800
8,1721,1,978230800
8,1682,1,978230852
8,3186,1,978230852
8,1653,1,978230886
8,650,1,978230943
9,3751,1,978224859
9,1961,1,978224859
9,912,1,978224879
9,1210,1,978224893
9,1221,1,978224908
9,527,1,978225303
9,593,1,978225314
9,1213,1,978225314
9,2858,1,978225333
9,50,1,978225333
9,1148,1,978225333
9,1307,1,978225429
9,2692,1,978225429
9,3408,1,978225570
9,3793,1,978225581
9,3623,1,978225671
9,3298,1,978225686
9,318,1,978225883
9,720,1,978225898
9,745,1,978225898
9,608,1,978225898
9,2028,1,978225908
9,1617,1,978225924
9,1704,1,978225924
9,1,1,978225952
9,3114,1,978225952
9,1223,1,978225968
9,1089,1,978225968
9,2571,1,978225984
9,2762,1,978225984
9,457,1,978226006
9,162,1,978226023
9,25,1,978226041
9,2355,1,978226054
9,1265,1,978226066
9,2324,1,978226066
9,3147,1,978226081
9,47,1,978226093
9,1639,1,978226109
9,1500,1,978226123
9,2959,1,978226123
9,223,1,978226165
9,1923,1,978226165
9,3253,1,978226165
9,2166,1,978226197
9,1358,1,978226207
9,3255,1,978226216
9,1584,1,978226233
9,1466,1,978226248
9,1721,1,978226248
9,778,1,978226248
9,1060,1,978226261
9,300,1,978226277
9,1777,1,978226291
9,2890,1,978226291
10,597,1,978224375
10,1948,1,978224400
10,1210,1,978224400
10,1282,1,978224549
10,2312,1,978224549
10,3751,1,978224549
10,3155,1,978224705
10,2791,1,978224705
10,480,1,978224705
10,1544,1,978224749
10,2135,1,978224779
10,2657,1,978224779
10,3675,1,978224779
10,2399,1,978224821
10,648,1,978224925
10,3189,1,978225033
10,3481,1,978225050
10,3408,1,978225070
10,1204,1,978225456
10,2762,1,978225541
10,1148,1,978225541
10,919,1,978225561
10,1198,1,978225630
10,541,1,978225630
10,1234,1,978225630
10,2300,1,978225682
10,3037,1,978225682
10,1293,1,978225682
10,1270,1,978225735
10,1291,1,978225735
10,3114,1,978225759
10,1302,1,978225779
10,1214,1,978225800
10,1079,1,978225800
10,1215,1,978225824
10,1080,1,978225824
10,110,1,978225853
10,588,1,978225900
10,1278,1,978225922
10,2918,1,978225922
10,954,1,978225922
10,2716,1,978225952
10,1294,1,978225952
10,2997,1,978226026
10,1028,1,978226068
10,3296,1,978226103
10,589,1,978226128
10,2336,1,978226165
10,2872,1,978226186
10,926,1,978226212
10,3095,1,978226212
10,3471,1,978226231
10,1411,1,978226287
10,2324,1,978226287
10,3671,1,978226287
10,1682,1,978226319
10,150,1,978226319
10,2000,1,978226319
10,1271,1,978226349
10,3194,1,978226349
10,3358,1,978226378
10,1580,1,978226401
10,2501,1,978226402
10,802,1,978226425
10,2863,1,978226443
10,1,1,978226474
10,953,1,978226474
10,1269,1,978226500
10,2355,1,978226500
10,3087,1,978226500
10,1307,1,978226546
10,364,1,978226698
10,1084,1,978226698
10,3451,1,978226739
10,2100,1,978226739
10,1947,1,978226805
10,914,1,978226805
10,356,1,978226833
10,1253,1,978226866
10,2080,1,978226866
10,2529,1,978226866
10,3699,1,978226866
10,3723,1,978226896
10,2291,1,978226896
10,594,1,978226913
10,3097,1,978226951
10,1230,1,978226968
10,2804,1,978227003
10,368,1,978227003
10,2040,1,978227003
10,587,1,978227028
10,920,1,978227029
10,653,1,978227051
10,62,1,978227051
10,2496,1,978227087
10,3255,1,978227143
10,943,1,978227166
10,2948,1,978227166
10,1408,1,978227188
10,2874,1,978227188
10,915,1,978227215
10,918,1,978227215
10,539,1,978227239
10,1653,1,978227239
10,592,1,978227263
10,1104,1,978227263
10,1257,1,978227300
10,1088,1,978227300
10,1243,1,978227300
10,2302,1,978227317
10,2321,1,978227336
10,3386,1,978227379
10,1967,1,978227442
10,3247,1,978227481
10,1921,1,978227503
10,316,1,978227503
10,2662,1,978227529
10,971,1,978227551
10,3086,1,978227574
10,1357,1,978227625
10,2294,1,978227625
10,2371,1,978227625
10,590,1,978227646
10,2078,1,978227646
10,2174,1,978227669
10,963,1,978227669
10,2001,1,978227669
10,3363,1,978227696
10,2617,1,978227696
10,7,1,978227763
10,1019,1,978227763
10,2003,1,978227807
10,2137,1,978227842
10,2967,1,978227848
10,1356,1,978227871
10,1220,1,978227912
10,2115,1,978227934
10,2018,1,978227993
10,2081,1,978228053
10,3039,1,978228053
10,1025,1,978228074
10,2393,1,978228074
10,2011,1,978228118
10,2470,1,978228118
10,3500,1,978228153
10,1101,1,978228153
10,596,1,978228174
10,2012,1,978228174
10,2622,1,978228212
10,2161,1,978228212
10,1375,1,978228212
10,1923,1,978228288
10,1372,1,978228288
10,2746,1,978228307
10,3928,1,978228307
10,3174,1,978228364
10,1032,1,978228428
10,1441,1,978228451
10,3809,1,978228451
10,3591,1,978228525
10,1031,1,978228546
10,1042,1,978228601
10,2015,1,978228601
10,317,1,978228625
10,780,1,978228625
10,3259,1,978228644
10,292,1,978228798
10,2453,1,978228798
10,2111,1,978228798
10,2090,1,978228820
10,543,1,978228848
10,253,1,978228886
10,3501,1,978228911
10,3072,1,978228930
10,2423,1,978228930
10,2046,1,978228966
10,2043,1,978228989
10,2109,1,978229007
10,1676,1,978229028
10,1124,1,978229075
10,2094,1,978229097
10,329,1,978229147
10,2431,1,978229147
10,2133,1,978229171
10,1016,1,978229171
10,2436,1,978229227
10,1633,1,978229266
10,938,1,978229273
10,1380,1,978229336
10,344,1,978229343
10,1573,1,978229389
10,2054,1,978229409
10,1135,1,978229435
10,2005,1,978229459
10,435,1,978229498
10,1371,1,978229517
10,351,1,978229562
10,1125,1,978229562
10,2002,1,978229562
10,1409,1,978229624
10,2093,1,978229624
10,2316,1,978229666
10,2424,1,978229666
10,830,1,978229716
10,282,1,978229716
10,248,1,978229811
10,3812,1,978229959
10,2497,1,978229979
10,1586,1,978229979
10,2136,1,978230063
10,48,1,978230090
10,2375,1,978230090
10,208,1,978230132
10,1690,1,978230253
10,2770,1,978230253
10,765,1,978230330
10,1959,1,978230330
10,542,1,978230386
10,203,1,978230426
10,2826,1,978230540
10,2405,1,978230754
10,2072,1,978230923
10,520,1,978230923
10,3948,1,978295480
10,898,1,979167630
10,1265,1,979167660
10,1197,1,979167660
10,2396,1,979167660
10,899,1,979167758
10,2125,1,979167795
10,3668,1,979167795
10,2108,1,979167867
10,357,1,979167887
10,1286,1,979167906
10,902,1,979167926
10,339,1,979167945
10,1059,1,979168008
10,1339,1,979168036
10,3108,1,979168036
11,1198,1,978218913
11,318,1,978219547
11,593,1,978219607
11,50,1,978219607
11,2858,1,978219634
11,608,1,978219667
11,1704,1,978219701
11,3105,1,978219702
11,994,1,978219733
11,1358,1,978219776
11,1089,1,978219776
11,3418,1,978219776
11,2762,1,978219815
11,764,1,978219869
11,778,1,978219895
11,1784,1,978219917
11,543,1,978219917
11,2580,1,978220030
11,2329,1,978220030
11,1188,1,978220319
11,1923,1,978220393
11,3160,1,978220432
11,3148,1,978220521
11,1059,1,978220622
11,345,1,978220669
11,2959,1,978220687
11,480,1,978220743
11,1916,1,978220867
11,2302,1,978220896
11,3178,1,978221047
11,481,1,978221260
11,1563,1,978221617
11,1701,1,978221676
11,2997,1,978902286
11,246,1,978902439
11,1213,1,978902439
11,1546,1,978902521
11,2282,1,978902522
11,2804,1,978902902
11,1394,1,978902965
11,1136,1,978902965
11,1244,1,978903024
11,1080,1,978903076
11,1288,1,978903107
11,2918,1,978903129
11,2791,1,978903186
11,356,1,978903209
11,2174,1,978903278
11,1197,1,978903297
11,3448,1,978903351
11,3608,1,978903365
11,2109,1,978903658
11,3129,1,978903701
13,1197,1,978201320
13,1291,1,978201320
13,1196,1,978201342
13,296,1,978201368
13,1097,1,978201368
13,318,1,978201660
13,527,1,978201660
13,593,1,978201672
13,2028,1,978201687
13,50,1,978201724
13,2571,1,978201740
13,2686,1,978201777
13,110,1,978201777
13,589,1,978201811
13,1356,1,978201843
13,1527,1,978201859
13,1372,1,978201884
13,1580,1,978201884
13,780,1,978201927
13,329,1,978201987
13,736,1,978202073
13,1544,1,978202073
13,1262,1,978202201
13,1198,1,978202201
13,919,1,978202201
13,1204,1,978202201
13,1287,1,978202219
13,260,1,978202219
13,1259,1,978202246
13,590,1,978202246
13,1210,1,978202282
15,1198,1,978196126
15,3421,1,978196170
15,1968,1,978196188
15,3178,1,978196210
15,2706,1,978196348
15,2826,1,978196348
15,2858,1,978196348
15,2707,1,978196389
15,2683,1,978196389
15,3155,1,978196389
15,3298,1,978196418
15,2694,1,978196418
15,3005,1,978196442
15,3113,1,978196499
15,3408,1,978196499
15,3578,1,978196546
15,3174,1,978196657
15,2490,1,978196741
15,3753,1,978196741
15,2394,1,978196775
15,2762,1,978196817
15,2396,1,978196817
15,2840,1,978196848
15,2841,1,978196848
15,3176,1,978196848
15,3798,1,978196866
15,110,1,978196933
15,2268,1,978196975
15,2000,1,978197004
15,2001,1,978197004
15,3624,1,978197054
15,2916,1,978197453
15,2006,1,978197453
15,318,1,978197830
15,527,1,978197830
15,50,1,978197842
15,2028,1,978197856
15,2571,1,978197870
15,1704,1,978197887
15,73,1,978197903
15,300,1,978197928
15,3147,1,978197971
15,457,1,978197971
15,3148,1,978197985
15,480,1,978197998
15,1487,1,978198011
15,628,1,978198040
15,364,1,978198062
15,1923,1,978198104
15,47,1,978198104
15,2501,1,978198125
15,524,1,978198150
15,356,1,978198169
15,1610,1,978198169
15,104,1,978198235
15,3256,1,978198236
15,6,1,978198250
15,3499,1,978198323
15,141,1,978198350
15,3723,1,978198394
15,805,1,978198420
15,1396,1,978198442
15,1672,1,978198442
15,1625,1,978198456
15,539,1,978198469
15,500,1,978198493
15,832,1,978198581
15,1527,1,978198581
15,1092,1,978198581
15,3108,1,978198616
15,344,1,978198640
15,553,1,978198649
15,2433,1,978198735
15,1370,1,978198772
15,1810,1,978198834
15,2567,1,978198847
15,1909,1,978198907
15,266,1,978198907
15,1193,1,978199279
17,1185,1,978158471
17,1193,1,978158471
17,2752,1,978158471
17,1614,1,978158471
17,1343,1,978158536
17,1270,1,978158536
17,1210,1,978158536
17,3510,1,978158656
17,3624,1,978158656
17,3578,1,978158656
17,1997,1,978158656
17,3745,1,978158656
17,3751,1,978158656
17,3793,1,978158689
17,3879,1,978158689
17,3300,1,978158689
17,3717,1,978158779
17,541,1,978158919
17,1284,1,978159013
17,913,1,978159013
17,1069,1,978159013
17,942,1,978159040
17,30,1,978159142
17,720,1,978159210
17,3713,1,978159210
17,527,1,978159210
17,318,1,978159234
17,593,1,978159289
17,50,1,978159289
17,2028,1,978159289
17,866,1,978159315
17,741,1,978159351
17,446,1,978159351
17,3114,1,978159386
17,296,1,978159386
17,1704,1,978159386
17,1213,1,978159386
17,110,1,978159386
17,589,1,978159435
17,2571,1,978159435
17,162,1,978159435
17,2762,1,978159467
17,2858,1,978159467
17,2396,1,978159467
17,3418,1,978159568
17,1408,1,978159642
17,590,1,978159683
17,34,1,978159683
17,2268,1,978159683
17,293,1,978159683
17,2355,1,978159683
17,2289,1,978159713
17,223,1,978159762
17,595,1,978159762
17,1610,1,978159762
17,1265,1,978159784
17,428,1,978159784
17,300,1,978159815
17,235,1,978159815
17,2501,1,978159815
17,3006,1,978159859
17,1923,1,978159859
17,457,1,978159859
17,319,1,978159896
17,356,1,978159896
17,247,1,978159989
17,3147,1,978159989
17,3148,1,978159989
17,628,1,978159989
17,480,1,978160075
17,3246,1,978160129
17,1594,1,978160129
17,1179,1,978160157
17,1748,1,978160157
17,1358,1,978160178
17,2912,1,978160228
17,1527,1,978160260
17,454,1,978160260
17,163,1,978160304
17,2321,1,978160304
17,529,1,978160304
17,1635,1,978160304
17,3267,1,978160304
17,2282,1,978160337
17,3256,1,978160337
17,1729,1,978160337
17,2542,1,978160337
17,1196,1,978160436
17,260,1,978160436
17,1200,1,978160436
17,2010,1,978160436
17,1214,1,978160436
17,2660,1,978160437
17,3417,1,978160437
17,3503,1,978160490
17,1274,1,978160490
17,750,1,978160490
17,3471,1,978160490
17,924,1,978160490
17,32,1,978160490
17,1206,1,978160490
17,1240,1,978160490
17,3527,1,978160546
17,2664,1,978160546
17,3703,1,978160546
17,2916,1,978160546
17,1215,1,978160546
17,2529,1,978160546
17,2553,1,978160616
17,1253,1,978160616
17,1921,1,978160616
17,3576,1,978160616
17,2288,1,978160616
17,1127,1,978160616
17,1584,1,978160616
17,2662,1,978160680
17,198,1,978160680
17,2287,1,978160680
17,1077,1,978160680
17,2527,1,978160680
17,1653,1,978160680
17,1301,1,978160680
17,2117,1,978160680
17,2661,1,978160739
17,3658,1,978160739
17,968,1,978160739
17,2455,1,978160739
17,3699,1,978160739
17,2140,1,978160792
17,1356,1,978160792
17,1374,1,978160792
17,1376,1,978160792
17,3700,1,978160792
18,902,1,978152203
18,2375,1,978152203
18,2616,1,978152203
18,2140,1,978152454
18,260,1,978152454
18,2797,1,978152454
18,1073,1,978152454
18,1097,1,978152454
18,2087,1,978152486
18,2161,1,978152486
18,367,1,978152486
18,2021,1,978152486
18,2100,1,978152486
18,2628,1,978152515
18,1967,1,978152515
18,2005,1,978152515
18,2872,1,978152515
18,2143,1,978152573
18,1702,1,978152573
18,2622,1,978152574
18,3489,1,978152574
18,1654,1,978152596
18,1196,1,978152973
18,1198,1,978152973
18,2019,1,978152973
18,110,1,978152973
18,2028,1,978152973
18,1201,1,978152999
18,1242,1,978152999
18,1291,1,978153033
18,1387,1,978153033
18,1200,1,978153033
18,969,1,978153033
18,589,1,978153053
18,2947,1,978153076
18,1210,1,978153076
18,3703,1,978153104
18,3578,1,978153104
18,1240,1,978153104
18,3793,1,978153146
18,1408,1,978153146
18,3635,1,978153146
18,3639,1,978153146
18,2000,1,978153146
18,2951,1,978153146
18,2948,1,978153170
18,1215,1,978153170
18,2993,1,978153192
18,555,1,978153192
18,592,1,978153219
18,3633,1,978153219
18,1275,1,978153241
18,163,1,978153303
18,1580,1,978153303
18,2115,1,978153303
18,1527,1,978153329
18,2989,1,978153344
18,10,1,978153344
18,648,1,978153370
18,2167,1,978153370
18,353,1,978153426
18,2414,1,978153453
18,2370,1,978153453
18,2193,1,978153476
18,2105,1,978153476
18,3704,1,978153493
18,292,1,978153513
18,2826,1,978153540
18,2002,1,978153557
18,288,1,978153612
18,1378,1,978153683
18,44,1,978153795
18,1617,1,978154270
18,2987,1,978154285
18,1274,1,978154332
18,1259,1,978154361
18,1197,1,978154361
18,919,1,978154361
18,590,1,978154388
18,3479,1,978154409
18,3494,1,978154433
18,940,1,978154433
18,3175,1,978154433
18,2116,1,978154452
18,421,1,978154467
18,3269,1,978154505
18,158,1,978154534
18,1587,1,978154534
18,1,1,978154768
18,588,1,978154798
18,2137,1,978154798
18,2139,1,978154798
18,2080,1,978154798
18,364,1,978154798
18,2355,1,978154798
18,3751,1,978154798
18,1688,1,978154834
18,594,1,978154834
18,595,1,978154834
18,596,1,978154834
18,2078,1,978154834
18,1282,1,978154834
18,3034,1,978154834
18,741,1,978154907
18,2085,1,978154907
18,2096,1,978154907
18,1022,1,978154907
18,1032,1,978154907
18,2018,1,978154907
18,2394,1,978154907
18,2081,1,978154931
18,1029,1,978154931
18,2294,1,978154931
18,1907,1,978154962
18,1025,1,978154962
18,2089,1,978154982
18,2090,1,978154982
18,1033,1,978154982
18,616,1,978155020
18,2141,1,978155039
18,48,1,978155072
18,3396,1,978155165
18,262,1,978155186
18,1028,1,978155186
18,34,1,978155186
18,3397,1,978155207
18,531,1,978155207
18,551,1,978155207
18,586,1,978155233
18,3398,1,978155234
18,2083,1,978155293
18,2082,1,978155318
18,3399,1,978155339
18,50,1,978155510
18,1234,1,978155529
18,296,1,978155542
18,1500,1,978155654
18,1089,1,978155654
18,2542,1,978155706
18,1396,1,978155721
18,2764,1,978155766
18,2194,1,978155766
18,1711,1,978155816
18,1805,1,978155816
18,3247,1,978155837
18,1873,1,978156055
18,527,1,978156146
18,1193,1,978156168
18,2858,1,978156168
18,1207,1,978156168
18,1411,1,978156232
18,2686,1,978156368
18,2248,1,978156430
18,920,1,978156444
19,593,1,978146713
19,1210,1,978146747
19,1196,1,978146799
19,1198,1,978146799
19,1197,1,978146863
19,2692,1,978146863
19,2028,1,978146863
19,1277,1,978146882
19,2991,1,978146910
19,2993,1,978146910
19,2366,1,978146910
19,3635,1,978146939
19,2947,1,978146939
19,2948,1,978146939
19,2949,1,978146939
19,2571,1,978146984
19,1291,1,978146984
19,3624,1,978146984
19,3639,1,978146984
19,3633,1,978147017
19,3638,1,978147060
19,2989,1,978147099
19,2001,1,978147099
19,10,1,978147137
19,1370,1,978147137
19,377,1,978147137
19,1220,1,978147137
19,2376,1,978147165
19,1580,1,978147192
19,733,1,978147210
19,3527,1,978147210
19,1372,1,978147232
19,1261,1,978147253
19,165,1,978147253
19,380,1,978147271
19,3082,1,978147292
19,3744,1,978147373
19,3717,1,978147410
19,3114,1,978147462
19,1259,1,978147476
19,1722,1,978299479
19,1909,1,978299520
19,1356,1,978299588
19,329,1,978299588
19,1374,1,978299588
19,2321,1,978299636
19,1918,1,978299673
19,2000,1,978299673
19,2002,1,978299673
19,420,1,978299698
19,1036,1,978299725
19,3793,1,978299772
19,1682,1,978299817
19,1772,1,978299844
19,2694,1,978299903
19,2716,1,978299947
19,2717,1,978299947
19,2622,1,978300144
19,1407,1,978300170
19,2841,1,978300188
19,2860,1,978554075
19,47,1,978554124
19,2700,1,978554164
19,1307,1,978554335
19,17,1,978554393
19,3863,1,978554522
19,1350,1,978554892
19,1258,1,978555104
19,2648,1,978555104
19,1219,1,978555104
19,1387,1,978555141
19,1997,1,978555141
19,1994,1,978555173
19,1321,1,978555222
19,2644,1,978555222
19,1982,1,978555258
19,2746,1,978555317
19,3081,1,978555317
19,1645,1,978555360
19,1339,1,978555441
19,330,1,978555441
19,2454,1,978555517
19,3264,1,978555553
19,858,1,978555606
19,110,1,978555662
19,592,1,978555732
19,940,1,978555732
19,919,1,978555814
19,2987,1,978555881
19,1073,1,978555881
19,3461,1,978555914
19,720,1,978555994
19,1,1,978555994
19,2139,1,978556036
19,2087,1,978556036
19,588,1,978556083
19,2355,1,978556083
19,596,1,978556129
19,2080,1,978556129
19,2085,1,978556129
19,2687,1,978556129
19,1029,1,978556129
19,2394,1,978556129
19,2078,1,978556177
19,2324,1,978556331
19,1278,1,978556399
19,2599,1,978556779
19,1188,1,978556835
19,356,1,978556909
19,2423,1,978556909
19,1265,1,978556955
19,1206,1,978557204
22,1196,1,978134004
22,1214,1,978134073
22,111,1,978134073
22,3578,1,978134462
22,1136,1,978134725
22,1394,1,978134744
22,2858,1,978134744
22,2997,1,978134761
22,1288,1,978134875
22,1080,1,978134875
22,2324,1,978134977
22,2918,1,978134977
22,671,1,978134995
22,2139,1,978135126
22,1282,1,978135153
22,2987,1,978135175
22,2138,1,978135175
22,610,1,978135175
22,2141,1,978135265
22,318,1,978135389
22,858,1,978135406
22,1225,1,978135474
22,608,1,978135545
22,1247,1,978135568
22,110,1,978135627
22,1358,1,978135688
22,1259,1,978135723
22,2348,1,978135723
22,1222,1,978135755
22,1253,1,978135771
22,1673,1,978135833
22,32,1,978135925
22,2291,1,978135925
22,16,1,978135979
22,3526,1,978136083
22,1748,1,978136335
22,1089,1,978136426
22,1200,1,978136441
22,2762,1,978136462
22,1240,1,978136462
22,2391,1,978136512
22,1036,1,978136553
22,47,1,978136641
22,1047,1,978136641
22,1921,1,978136684
22,1573,1,978136751
22,543,1,978136804
22,1205,1,978136836
22,70,1,978136888
22,95,1,978136903
22,3868,1,978137282
22,3869,1,978137282
22,1967,1,978152714
22,3253,1,978152743
22,2064,1,978152904
22,1270,1,978152904
22,2716,1,978152972
22,2791,1,978152972
22,2795,1,978152994
22,3608,1,978153018
22,2174,1,978153018
22,1261,1,978153115
22,3033,1,978153139
22,2746,1,978153139
22,2072,1,978153321
22,1265,1,978153499
22,2395,1,978153553
22,1517,1,978153593
22,81,1,978153669
22,223,1,978153710
22,3809,1,978153710
22,1747,1,978153733
22,3174,1,978153787
22,368,1,978153806
22,380,1,978153826
22,1732,1,978153864
22,3052,1,978153880
22,180,1,978153912
22,1215,1,978154012
22,585,1,978154051
22,784,1,978154139
22,532,1,978154155
22,1391,1,978154178
22,2249,1,978154267
22,818,1,978154486
22,589,1,978154810
22,2916,1,978154810
22,1584,1,978154810
22,1676,1,978154833
22,1994,1,978155078
22,3917,1,978155186
22,3660,1,978155249
23,196,1,978133428
23,593,1,978133468
23,1249,1,978459672
23,3000,1,978459672
23,2858,1,978459672
23,3578,1,978459882
23,2160,1,978460152
23,2948,1,978460152
23,3793,1,978460385
23,551,1,978460385
23,3786,1,978460479
23,2657,1,978460576
23,648,1,978460739
23,70,1,978460739
23,3952,1,978461000
23,260,1,978461308
23,1073,1,978461308
23,1097,1,978461308
23,2174,1,978461410
23,2797,1,978461410
23,2968,1,978461410
23,2100,1,978461410
23,2054,1,978461513
23,858,1,978462095
23,296,1,978462095
23,50,1,978462095
23,608,1,978462095
23,1221,1,978462095
23,3435,1,978462195
23,2726,1,978462195
23,2692,1,978462195
23,1953,1,978462275
23,3265,1,978462275
23,1234,1,978462275
23,866,1,978462330
23,1089,1,978462330
23,2917,1,978462452
23,493,1,978462452
